Title,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Musical,Mystery,Romance,Scifi,Short Film,Thriller,Western
The Objective,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
The Monster Maker,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
The Legend of Bagger Vance,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0
Desert Hearts,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
Heat Wave,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The House Bunny,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Fly,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
The Government Inspector,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Phantom Tollbooth,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cheer Up and Smile,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
That Sinking Feeling,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Willard,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Daddy Day Camp,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
I Dream Too Much,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Black Christmas,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Richard Pryor: Live and Smokin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fires of Fate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radiance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My Ambition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Client List,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Destination Tokyo,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Beautiful Life,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Mars Needs Moms,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
The Bodyguard,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
People of the Wind,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Night Eyes,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
The Man Who Wasn't There,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
St George's Day,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
First Daughter,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Latino,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Blackout,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Heart Like a Hand Grenade,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strangers When We Meet,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The 1 Second Film,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Wonder Who's Killing Her Now?,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Chrystal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sanders of the River,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dune,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Trouble With Sex,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Carhenge: Genius or Junk?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Primer,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Somebody Killed Her Husband,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
The Spoilers,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
Never Mind the Quality Feel the Width,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming Outlaw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
According to Greta,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Jason and the Argonauts,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
White Chicks,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Always Leave Them Laughing,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Fire and Ice: The Winter War of Finland and Russia,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Passage,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
The Apache Kid,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beginner's Luck,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"If You Lived Here, You'd Be Home Now",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Graduate,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Bottoms Up,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Anne One Hundred,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Five Weeks in a Balloon,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Pure Luck,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Buck Rogers in the 25th Century,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Her Cardboard Lover,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
A Day in the Life,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
Circles in a Forest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Deadline - U.S.A.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Barton Mystery,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
G.I. Wanna Home,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Dark Planet: Visions of America,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Northern Comfort,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6th Marine Division on Okinawa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Population 436,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Rancho Deluxe,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Horns and Halos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Exit Speed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cop Out,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Jack Johnson,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Firestarter,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Against All Odds 2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pirates of Central Park,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Feud Maker,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Mothman Prophecies,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0
Starship Troopers 2: Hero of the Federation,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
The Black Torment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A Film Unfinished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Treasure Seekers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Our Betters,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherlock Pink,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Vanishing,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Make It Happen,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50 Ways of Saying Fabulous,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
The Devil at 4 O'Clock,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Waking Sleeping Beauty,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hated: GG Allin and the Murder Junkies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Take the Money and Run,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Fatal Mallet,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Boston Quackie,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Anything to Survive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Chan's Secret,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
Small Town Folk,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"Happy Birthday, Wanda June",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Jack Brooks: Monster Slayer,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Maniac Cop,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Naked City: Justice with a Bullet,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Plagues & Pleasures on the Salton Sea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mack at It Again,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Path of Destruction,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
My First Mister,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Radiant City,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shot in the Frontier,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Angel Rodriguez,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sleepaway Camp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Playing by Heart,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
The Arc of Life,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Class of 1999,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
The Heart of the Matter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Confessions of a Sociopathic Social Climber,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Conflict of Interest,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Bad Reputation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
U.S. Marshals,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Dirty Deeds,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Killers of Kilimanjaro,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sleeping Cardinal,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
He Walked by Night,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Flight Command,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Postal Inspector,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
Chill Factor,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Man About Town,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
King of the Sierras,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Strong Enough to Break,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dust,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immortals,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Hanky Panky,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
Sadie McKee,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Ladies and Gentlemen: The Rolling Stones,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Natural History of Parking Lots,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Paul Robeson: Tribute to an Artist,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Strange Too,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
T.R. Baskin,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
On Native Soil,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Return to Snowy River,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
An Itch in Time,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Penetration Angst,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NX Files,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sherlock Holmes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
101 Things Removed from the Human Body,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
America: A Call to Greatness,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A Cup of Kindness,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Racket,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Son of India,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Deadly Illusion,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
For Pete's Sake,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Hot Summer in Barefoot County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Valentino,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Annie Get Your Gun,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
Kid Monk Baroni,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shanghai Kiss,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
The Hunt for the BTK Killer,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
How to Die in Oregon,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Man of the House,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mickey, Donald, Goofy: The Three Musketeers",0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
The Grass Arena,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Reality Bites,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Hack!,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tarzan's Revenge,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scattergood Baines,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Pirates of the High Seas,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Small Back Room,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Eight-Ball Andy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Space Truckers,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Choices,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hitler,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Care Bears: Share Bear Shines,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Tao of Steve,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Den russiske sangerinde,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Shot through the heart,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Twisted Issues,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Guardsman,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tales of Terror,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
Overland Stage Raiders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Big Chill,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Dave Chappelle's Block Party,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Rebel Rousers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Band and Battalion of the U.S. Indian School,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Eragon,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Victim,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Raiders of the Lost Ark: The Adaptation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sumo of the Opera,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Dead Ringers: The Making of Touch of Grey,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Chain Reaction,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Borrowed Hearts,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
In the Flesh,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The Poet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Symptomology of a Rock Band: The Case of Crash Test Dummies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Night Warning,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hollywood Chainsaw Hookers,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
A Million to Juan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Monster A Go-Go,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
The Long Kiss Goodnight,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Misty,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Lodger,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
The Arm Behind the Army,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Black Bridge,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Club Le Monde,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
The Courage to Care,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Flash Gordon Conquers the Universe,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Guys and Dolls,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Miracle Run,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
His Picture,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Panic in Year Zero!,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
The Man Who Fights Alone,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Baltimore Bullet,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Walk the Proud Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mr. & Mrs. Bridge,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
Tangled,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0
Broadway Babies,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
Starstruck,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Lesser Evil,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Posse,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Below Zero,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Clique,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Sudden Impact,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Hold Anything,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Shipment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Way Up Thar,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Shadowboxer,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Stand Up for Justice: The Ralph Lazo Story,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Anamorph,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
The Reaping,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Hold That Baby!,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A Walk with Love and Death,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
The Siege of Firebase Gloria,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Two Seats at the Opera,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Like It Is,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Guns at Batasi,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Fluffer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Complete History of My Sexual Failures,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Handling Ships,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Roberta,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Peacekeeper,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Lonely Guy,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Movers & Shakers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
That's My Pup!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Saved by the Bell: Hawaiian Style,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unexpected Riches,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
When a Man Loves a Woman,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Terror in the Mall,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Horror Hospital,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
La Monja,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Ballistic: Ecks vs. Sever,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
She Married Her Boss,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Ned,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Return of Swamp Thing,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
White Fang,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Kiss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ripper 2: Letter from Within,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B.F.'s Daughter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Betty Blowtorch And Her Amazing True Life Adventures,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Grotesque,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Strippers vs Werewolves,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Affair in Trinidad,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
The Ex-Mrs. Bradford,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Specials,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
King Lear,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Very Annie Mary,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Dukes of Hazzard: Reunion!,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Skinwalkers,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Get to Know Your Rabbit,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Windy City Heat,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Second to Die,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Cop and a Half,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Brilliant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eugene Aram,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Swan,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Nothing in Common,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
A Very Serious Person,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Remember Me,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Living Ghost,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Bleach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The 7th Dawn,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bloodstone,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Golden Eye,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
Mickey's 60th Birthday,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Maytime in Mayfair,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Week-End at the Waldorf,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Independence Day,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hustle,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Alice Solves the Puzzle,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Plunder and Lightning,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
River's Edge,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Song For a Raggy Boy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Friends of Eddie Coyle,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Mum & Dad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Ripe,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Confessions of a Driving Instructor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Christmas Carol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellflower,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Malicious,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
The Astroduck,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Love and Curses,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Banned from the Bible II,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Away We Go,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Evil Angel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
The Wedding,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Primary Motive,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Love on the Spot,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Children of the Corn IV: The Gathering,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Judgment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Sword and the Sorcerer,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Sergeant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pride,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Caged Heat,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wraiths of Roanoke,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Psycho III,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
Wee Wee Monsieur,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Look at Life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sweeney 2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
The Saint in Palm Springs,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Little Miss Pinkerton,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Bristol Boys,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Deck the Halls,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
