Title,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Musical,Mystery,Romance,Scifi,Short Film,Thriller,Western,fold
Before Women Had Wings,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Last Casino,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Seize the Day,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
I Live for Sex,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Alibi,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Vampire's Kiss,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
XXX: State of the Union / XXX: The Next Level,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
She Done Him Wrong,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Friday the 13th Part VII: The New Blood,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Good Sam,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Arizona Sky,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Doom Runners,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Another Woman,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Flash Gordon Conquers the Universe,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
Ride a Crooked Trail,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lulu Belle,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Waking the Dead,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2
Slave Girls from Beyond Infinity,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3
Sleuth,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
Breaker Morant,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Oliver Twist,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2
The Breath of the Gods,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bloodsport 3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Anya's Bell,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Country Cousin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Game Over: Kasparov and the Machine,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Blast of Silence,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
Taxi to the Dark Side,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hold Back the Night,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Slightly Single in L.A.,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
She Couldn't Say No,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Camp Blood,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Prest-O Change-O,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2
The Killing of Angel Street,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Houston, We've Got a Problem",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Vigilante,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
"The Time, the Place and the Girl",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3
Sometimes a Great Notion,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Two Small Bodies,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
High Road,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Blob,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Isle of Fury,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Lease of Life,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
George White's 1935 Scandals,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Lion's Den,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
The Lone Wolf in Paris,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
"Rich, Young and Pretty",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
The Last House on the Left,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
Freedomland,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
The Crash,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Heading Home,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Deep Six,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Asylum,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
Walkin' Free,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
The Invisible Woman,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The long way out,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
Madame Bovary,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
The Jet Benny Show,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Sweeney Todd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Seeds of Arkham,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Killbillies,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Herbie Rides Again,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
A Little Thing Called Murder,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Slaughter on Tenth Avenue,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Pajama Party,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Resurrection,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
Main Street to Broadway,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Cool Change,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
Charlie Chan in Reno,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1
The Best and the Brightest,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Beach Blanket Bingo,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3
AD/BC: A Rock Opera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
BoyBand,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daddy's Little Bit of Dresden China,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Foolish,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Love Camp 7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
Roswell,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Bringing up Baby,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Feudin' Fools,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Bottle Rocket,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Minghags: The Movie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Butterfly Effect,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3
She Couldn't Take It,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Into the Storm,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1
"A, B, C... Manhattan",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Clandestine Marriage,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Best Defense,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bingo,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
Kangaroo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The 4th floor,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
Inside the Room,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Guess Who's Coming to Dinner,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
The Arsenal Stadium Mystery,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Feminine Touch,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
The Kennel Murder Case,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2
The Prize Baby,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Help! I'm a Fish,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
Gold Diggers of 1937,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Free Money,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Skinwalkers,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3
Dr. Terror's House of Horrors,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Conquest of Everest,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Mind of Mr. Reeder,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
A Soul Astray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Three O’Clock,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
How to Be a Serial Killer,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
The Passionate Plumber,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Naked in New York,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
The Secret Heart,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Riding High,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Dream Catcher,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Sons of Mistletoe,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Talk,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Phase One,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
Lost in Alaska,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Hunk,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
The Big Noise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Flaming Creatures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
The White Tower,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Slime People,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
Best of the Best 2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
Word Wars,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Upper World,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mad City,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
Anatomy of a Psycho,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Drive,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
East of Sudan,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
Valdez Is Coming,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
80 Degrees East of Birdland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Storm Warning,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Salty O'Rourke,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
White House Madness,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Along Came a Spider,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2
"If It's Tuesday, This Must Be Belgium",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Journey into Fear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Stitch for Time,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Marigold,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
My Best Friend Is a Vampire,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Making of a Legend: Gone With The Wind,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Big Freeze,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The White Dawn,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Veiled Aristocrats,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Chained for Life,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Forgotten Sins,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Diamond Horseshoe,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
October 22,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
Beloved Infidel,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Evil Eyes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
I'm from Arkansas,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
The Real Howard Spitz,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Society Sherlock,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Salem's Lot,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
East Lynne,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Scooby-Doo and the Goblin King,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Oliver's Story,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Cyrus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
MVP: Most Valuable Primate,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Roll on Texas Moon,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
Atlantis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Target for Tonight,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Brown Sugar,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Jolson Sings Again,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Suddenly,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
Live in San Diego,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Truly, Madly, Deeply",0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,3
"PS, I Love You",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Banjo the Woodpile Cat,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
Touch of Evil,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3
The Big Show,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3
I Passed for White,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Dear Zachary: A Letter to a Son About His Father,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Coney Island Baby,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Sabbath in Paradise,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Jet Set Swingers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Hell Is for Heroes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Curse of Quon Gwon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Athena,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Tom Tom Tomcat,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Zarak,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
The Best Things in Life Are Free,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Troll 2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Hubble 3D,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Street Smart,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hearts Are Thumps,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2
Big,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,3
Stonewall,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bad Boy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nirvana Street Murder,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Losin' It,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buddy's Song,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Father Brown,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Lucky 13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Hard to Hold,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Big-Ears,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
The Flying Saucer,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
The Last Lion,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
African Hunting Holiday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
The Loud Mouth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Up in Daisy's Penthouse,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
The Princess Diaries,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,3
Skylark,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ben and Arthur,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3
The Cat and the Kit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
The Little Drummer Girl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Twisted,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
Mr. Smith Goes to Washington,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Superman II: The Richard Donner Cut,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
Beauty and the Beast: The Enchanted Christmas,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Rock All Night,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Fixing Frank,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Mickey's Delayed Date,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
Twice Upon a Time,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ultimate Truth,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
A Lad an' a Lamp,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3
American Strays,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
The Land Before Time II: The Great Valley Adventure,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bwana Devil,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
Married to Order,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
The Concrete Jungle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Critters 3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Agee,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Soldier Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
The Breaking Point,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Into the Blue 2: The Reef,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Weasel Stop,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2
Sealed Cargo,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Our Idiot Brother,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Fuel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The War Room,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Doc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Man on Fire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Eclectic Shorts by Eric Leiser,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
Calamity Anne's Dream,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Keep 'Em Slugging,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
The Improper Duchess,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Frankenstein 1970,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Love Over Night,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Deb and Sisi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Barbie and the Rockers: Out of this World,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Paradise Road,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
Trouble with Eve,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wild Rebels,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
American Faust: From Condi to Neo-Condi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Deadly Visions,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
Ernest Saves Christmas,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kilroy Was Here,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
Henry VIII and His Six Wives,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Sugar Town,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cue Ball Cat,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
The Duchess and the Dirtwater Fox,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2
Jesse James Meets Frankenstein's Daughter,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
Swing Fever,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Across the Plains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
At Death's Door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Sleepy Hollow,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,3
Kate Plus Ten,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Prison of Secrets,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Body and Soul,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Have You Got Any Castles?,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Our Day Out,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
X-Men: The Last Stand,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Children of a Lesser God,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
Tail Lights Fade,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
"Same Time, Next Year",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Jack's Back,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
The Saint Meets the Tiger,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
After All These Years,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Falling,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3
Back in Business,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Triloquist,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
The Calling,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
Wonder Man,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Scooby-Doo,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Nixon,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
Final Reprisal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wassup Rockers,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Battle Angel,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3
The Other Side of the Wind,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Yours for the Asking,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
Sunrise Over Tiananmen Square,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
The Million Dollar Duck,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2
Manpower,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
The Desperados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Gentlemen of Nerve,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Searching for Debra Winger,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Last Days,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Beyond Conviction,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Model Behaviour,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fort Utah,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aces and Eights,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3
Southwest Passage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Epoch,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Another Dawn,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Slow Burn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Book of Swords,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3
Stranded,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Common Touch,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Junkman,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
7 Seconds,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Bratz: The Movie,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
Last Train from Gun Hill,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Reno,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Unpublished Story,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Barbarosa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Purgatory,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Seminole,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dark Tide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
I want to be a soldier,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
